Number,Title,Company,City,State,Zip,Country,Salary,MinSalary,MaxSalary,AvgSalary,Rating,Summary,Website,Type of Job,Level of Job,,

 Coyote Logistics was founded in 2006, built with passion and dedication to create a phenomenal company culture. We are a company that has heart and soul, and a drive for success. As a third-party logistics (3PL) provider, Coyote is dedicated to helping its customers move their products and manage their supply chains efficiently, and we take care of our carriers to keep them moving so they can grow their businesses too. We are fanatical in our goal to provide unparalleled service excellence to each and every customer and carrier we work with. In addition to its recognition as one of the Leading 3PLs in the industry, Coyote continues to change the industry expectation by executing with unprecedented service and unmatched innovation. 

 We are seeking a Data Science professional with a passion to derive value from data and insatiable curiosity to learn and try new things to join the Supply Chain Research & Data Science group in our Strategy Services department. The Supply Chain Research & Data Science group at Coyote Logistics is responsible for designing, selling, and implementing Coyote’s emerging portfolio of non-transactional supply chain services. As a data science analyst in the Supply Chain Research & Data Science Group, you will play a key role in designing and implementing Coyote’s product and service portfolio in the context of its broader competitive strategy. You will do this by conducting statistical analysis, proposing supply chain solutions, developing machine learning methodologies and contributing to a variety of research activities. Primary responsibilities will also include suggesting new innovative research approaches and exploring relevant evolving technologies. 

Responsibilities:
 Creating, designing and prototyping out next-generation machine / deep learning technologies in the areas of supply chain operations (tactical and strategic) and transportation science 
Designing and developing effective recommendation models, features and algorithms involving user activities and interests, pattern recognition, trends, NLP 
Prototype real-time updating models to predict/estimate operational levers that adds value to our business 
Analyzing and designing operational solutions for projects such as vehicle routing, disruption prediction, trip recommendation, etc. 
Establishing Coyote’s position as an industry thought leader through publishing articles and white papers, speaking at relevant industry conferences, and developing strategic value-added relationships with Coyote’s customers and academic institutions 
Building a best-in-class supply chain research & data science team that differentiates Coyote from market competitors with regard to scope, creativity, innovation, and efficiency 
Leading diverse project teams focused on both internal and external improvement efforts 
Collaborating with Logistics Analysts and Information Technology teams on a project-by-project basis 
Evaluating effectiveness of current or future logistical process for Coyote clients 

Skills/Qualifications:
 Experience in Machine Learning, AI, Predictive Modeling projects 
MS/PhD in Computer Science/Mathematics/Supply Chain/Statistics preferred 
Strong quantitative analysis, programming, and statistical modeling skills. 
Understanding of core ML concepts and its application in solving real world problems 
High level of comfort in Python and R 
Experience coding Microsoft SQL, C#, Visual Basic 
Experience working on some modeling tools for optimization, data-simulation, statistics etc. 
Capable problem solver who uses logic to create effective solutions to complex customer problems 
Team focused and accountable of commitments made to the business 
Previous experience in Transportation, Logistics and IT Systems experience preferred 

REPORTS TO:
 [Supply Chain, Senior Director]",SimplyHired.com,Data Scientist,,,
851,Data Science Associate,,Cambridge,MA,,USA,0.00,83000.00,110000.00,96500.00,,"EducationBachelor's Degree
SkillsSQL
Git
Natural Language Processing
Kubernetes
DatabasesAt Elemental Machines, we believe there is critical data encoded in the physical world around us. Experimental irreproducibility, process failure, optimization, and success are all affected by unseen, unmeasured forces. Through our integrated technology platform, our life science, synthetic biology, pharma and agsci customers measure, analyze, understand and decipher equipment performance, environmental conditions, and scientific processes to yield actionable insights 

 Our customers are addressing some of the world’s greatest challenges – curing diseases, developing revolutionary therapies, and producing innovative food sources to feed a growing global population. Elemental Machines is supporting their work – from R&D through manufacturing. 

 Simply put, Elemental Machines is revolutionizing the information that teams in science-based industries can use to improve productivity and outcomes. With Elemental Machines, insights drive advantage. 

 We are looking for a Data Science Associate to develop new, cutting-edge IoT devices. You will design new IoT devices from scratch as well as extending EMI’s existing line of devices. We are looking for someone who can cook up proofs of concept as well as engineer for regulatory and production. 

 The ideal candidate will be a self-starter, comfortable in a fast-paced startup environment, willing to lead and learn. 

 Responsibilities 
Build data analysis tools for mining IoT time series data and large scientific data sets 
Develop and train machine learning models 
Work with the engineering team to implement your models and algorithms 
Work with commercial and business development teams to support data science projects with customers 
Serve as an expert resource, keeping up-to-date on trends and latest topics in data science 
Requirements 
Minimum of BS in Data Science, Computer Science, Statistics, Mathematics or other science/engineering disciplines 
1-2 years experience working on data science products/tools that have commercially shipped 
Demonstrable knowledge of advanced statistics/analytics, including work samples/git repositories 
Knowledge of basic and advanced prediction models with an emphasis on time series analysis 
Proficiency in Python, R, and SQL 
Pluses 
Life science laboratory (academic/industry) background or work experience 
Experience with Time Series Databases 
Experience with NLP 
Knowledge of Docker/Kubernetes and cloud computing tools",SimplyHired.com,Data Analyst,,,
852,ORNL Geographic Data Science Post-Master’s Research Associate,,Oak Ridge,TN,,USA,0.00,81000.00,110000.00,95500.00,,"EducationMaster's Degree
SkillsSQL
Software Development
Rust
Clojure
Communication SkillsOrganization 
Oak Ridge National Laboratory (ORNL) 
Reference Code 
ORNL18-66-CSED_GIST 
Description 

 The Geographic Information Science and Technology (GIST) group at Oak Ridge National Laboratory is an internationally renowned R&D organization with expertise ranging from GIS, remote sensing technologies, high performance geo-computing, and data science to other key domain sciences. The GIST group focuses on developing innovative, knowledge discovery solutions to solve multidisciplinary and complex problems for energy, the environment, and national and homeland security missions. 

 GIST is looking for a qualified candidate for a one-year, Post-Master’s Research Associate position to advance research and development efforts in the area of geographic data science. We expect the successful candidate to receive continued yearly appointments up to the potential of a cumulative four-year appointment with this position. The function of this position is to provide research and development support to a geospatially-focused project spanning a wide variety of scientific domains including computer vision, machine learning, data analytics, algorithm development. This work requires a background in statistics, computer programming, and mathematics. The successful candidate will work closely with a team to develop innovative approaches and computational solutions that address existing challenges, assist in producing reviewed publications, and present findings at conferences. 

Responsibilities include, but are not limited to:
Conducting basic and applied research in machine learning, scientific computing, visualization, data fusion, and data provenance with a strong emphasis on algorithm development, prototyping, and validation.
Developing, optimizing, and transitioning algorithm prototypes to scalable, parallelized, and robust implementations.
Working with GIST researchers, as well as internal and external project sponsors, to capture, understand, integrate, and implement their requirements in developed algorithms and associated software, as well as contribute to publications.
Qualifications 

 Master’s degree in mathematics, statistics, computer science, data science, or a similar field is required. A master’s degree in physical sciences with commensurate experience will be considered. 

 Experience in two or more of the following programming languages is required: C/C++, Rust, Python, Julia, Lisp (CL, Scheme, Racket, Clojure), Haskell, OCaml, Scala. 

 Experience in one or more of the following disciplines is required: machine learning, simulation and modeling, statistics, visualization, and scientific software development. 

 Strong communication skills and experience contributing to a technical team is required. 

 Ability to obtain and maintain a DOE Security Clearance is required. 

 Minimum three years of experience in machine learning, simulation and modeling, statistics, visualization, and scientific software development is preferred. 

 Experience with SQL is preferred. 

 Experience developing and delivering technical solutions as a deployable application. 

 The ORNL Postgraduate Research Associates Program is administered by Oak Ridge Associated Universities through its contract with the U.S. Department of Energy to manage the Oak Ridge Institute for Science and Education (ORISE). 

 Eligibility Requirements 
Citizenship: U.S. Citizen Only 
Degree: Master's Degree received within the last 60 month(s). 

Discipline(s):
 Computer Sciences (17 ) 
Mathematics and Statistics (11 ) 
Other Physical Sciences (12 ) 

 ORAU is an Equal Opportunity Employer (EOE AA M/F/Vet/Disability); visit the ORAU website for required employment notices.",SimplyHired.com,Data Scientist,,,
853,2020 Data Science Fellowship,,Alexandria,VA,,USA,0.00,76000.00,100000.00,88000.00,,"EducationBachelor's Degree
Master's Degree
SkillsResearch Experience
R
Java
Communication Skills
Statistical SoftwareThe Institute for Defense Analyses (IDA) is a not-for-profit corporation that operates three Federally Funded Research Centers (FFRDCs). IDA’s Systems and Analyses Center is located in Alexandria, Virginia and is comprised of eight research divisions providing objective analyses of national security issues, particularly those requiring scientific and technical expertise, and conducts related research on other national challenges. 

 The IDA Data Science Fellowship provides recent graduates a unique opportunity to develop and apply data science skills to important issues in national security. Data Science Fellows will investigate the ways machine learning, artificial intelligence, statistics, and big data methodologies contribute to national security and gain experience developing advanced data science tools They will use their critical thinking and analytic skills to work on challenging real-world national security issues. In a collaborative team environment, Fellows perform data manipulation and statistical, econometric, predictive, descriptive, and other quantitative analyses to answer national security-related research questions. Fellows should expect to learn while creatively contributing to interdisciplinary project teams. 

 Fellows will have an opportunity to work research questions in areas such as: 

 Appraisal of current DoD investments in a broad range of areas: from human factors to autonomous systems, from materials science to nuclear weapons effects, from social behaviors to quantum computing; 
Analyze and research questions on DoD personnel, military readiness and efficacy, and organizational efficiency topics. 
Assessment of federal agency information and computing architectures that support data science applications (i.e., large, distributed data sets and computational assets); 
Application of data exploration, text analytics, forecasting, statistical inference, simulation to areas of military personnel, manpower, and acquisition of DOD weapon systems. 

 Over the course of the three-year program, fellowship experiences will include: 

 Involvement in workshops and discussions on relevant topics 
Mentorship from members of the IDA research staff 
Training on specific analytical methods and tools 
Attendance and presentation at select professional society meetings 

 Qualifications 

 This is a full time position and is only open to recent recipients of a bachelor’s or master’s degree. Candidates with degrees higher than a master’s degree will not be considered. 

 Candidate with recent Bachelor’s degree or Masters’ degree in economics, statistics, operations research, mathematics, physics, computer science, data science, or related disciplines with a strong foundation in statistics and/or applied mathematics are encouraged to apply. 

 Candidates must demonstrate experience with one or more programming language or statistical software used in research (e.g., Python, R, Julia, Stata, MATLAB, C, Java, etc.) 

 Candidates must demonstrate strong written and oral communication skills. Ideal candidates are able to contribute to and support team efforts. 

Additional preferred skills include:
 Training and/or experience in quantitative or qualitative information collection, data normalization, and text analytics 
Experience as a research assistant in an academic or policy research setting 
Experience or coursework in Bayesian statistics, machine learning, predictive analytics, and/or geospatial analyses 
Experience with GPU, high-throughput, and/or distributed computing 

 U.S. citizenship is required. 

 In addition to the application, applicants at later stages in the process will be required to submit the following documents: 

 Personal Statement— explain in 1,000 words or less why you want to work in the area of data science and analytics in defense and national security and how your background/experience will contribute to IDA’s work 

 Writing Sample—5,000 word maximum 

 Transcripts - unofficial transcript is acceptable for consideration, but an official transcript is needed before any offer of employment will be made 

 Two Letters of Academic Recommendation—letters must be signed by the individual rendering the reference and delivered as PDF files. 

 U.S. Citizenship is required 
Ability to obtain and maintain a security clearance is required 
Equal Opportunity Employer",SimplyHired.com,Data Scientist,Fellowship,,
854,Senior Analytics Analyst,,Boston,MA,,USA,0.00,85000.00,120000.00,102500.00,,"EducationBachelor's Degree
Master's Degree
SkillsSQL
Tableau
Business Intelligence
Customer Segmentation
ExcelSenior Web Analytics Analyst 

 At their core, Senior Business Intelligence Analysts at Wayfair are strong in quantitative analysis, enjoy coding but also want to balance that with their interest in business. They think critically to tackle complex challenges, thrive in a fast-paced environment and are seeking a high-growth opportunity where they will have an immediate impact on day one. There are significant opportunities for new team members to emerge as leaders, taking on additional projects and responsibilities with strong performance. 

 Each senior analyst is aligned with a line of business either focused on Marketing, Merchandising, Operations, Finance, Sales + Service or our core website. Whether you re analyzing customer behavior and trends, developing new recommendations, or constructing SQL queries, you will be working with cutting edge technology and multi-terabyte datasets. 

 What You ll Do 

 Design and build solutions to empower stakeholders across Wayfair to self-serve analytical needs. 
Comprehend, extract, and massage information from multi-terabyte data sources including sales, clickstream, logistics, product, and customer databases to deliver business insights and recommendations. 
Collaborate with leaders of functional areas (e.g., Marketing, Operations, Storefront web, Finance, Sales & Service) to identify the most impactful ways for data and analytics to drive decision making and accelerate profitable growth. 
Become the subject matter expert for data, analytics, and testing within a business unit to ensure accurate and proper interpretation of core business metrics and consumer behavior. 
Perform deep-dive analysis, including the application of advanced analytical techniques, to solve some of the more critical and complex business problems including website funnel progression, customer segmentation and targeting, and supply chain optimization. 
Develop data visualizations, including reports, dashboards, and analyses in Tableau to distribute data insights in an easily digestible manner to over 7000 global employees. 
What You Have 

 Proficient knowledge of SQL (incl. Aggregate functions, joins, etc.) or other structured programming language(s) (e.g. Python, Java, C) 
Bachelors or Masters in Computer Science, Computer Engineering, Analytics, Mathematics, Statistics, Information Systems, Economics, Management or other quantitative discipline field with strong academic record. 
Experience in an analytics, business intelligence, data science or engineering role performing quantitative analysis 
Hands-on experience conducting quantitative analyses on large data sets; experience with Excel (pivot tables, vlookup, etc. ) and Tableau a plus. 
Analytical, creative, and innovative approach to solving problems 
Strong written and verbal communication 
Ecommerce or retail analytics experience a strong plus",SimplyHired.com,Data Analyst,Senior,,
855,Speaker Management for Data Science/AI conference,,Boston,MA,,USA,0.00,70000.00,100000.00,85000.00,,"EducationBachelor's Degree
SkillsResearch Experience
Communication Skills
Office Experience
AI
Customer Relationship Management
BenefitsFood Provided
Health Insurance
Stock OptionsAbout ODSC

The Open Data Science Community (ODSC) is one of the leaders in the exciting field of Data Science and Artificial Intelligence. Our conference series that spans Boston, New York, San Francisco, London, Bangalore and other cities in the world's leading applied data science event. Along with our digital media assets including our blog site, video site, and webinars, we host some of the most groundbreaking sessions in topics such as machine learning, deep learning, conversational AI, and much more.

About the position

ODSC is seeking a Data Science Conference Program Manager, you will work with the Program Management team and help to design and define the content for our global conferences. You will have an opportunity to work for one of the best Data Science event series and personally contribute to each ODSC event’s success. We offer a dynamic role in a fast-growing company, full benefits, competitive salary, potential for stock options, and a modern office environment located in the heart of Kendall Square overlooking the Charles River.

Basic Responsibilities
Coordinate communication with event speakers and attendees
Follow a project schedule and keep track of tasks, time, etc.
Store and organize information
Ensure emails are answered in a timely fashion
Explore opportunities to add value to job accomplishments

Essential Functions: 
Research and compile background information on potential event speakers
Make sure speaker files include verified up to date contact information
Provide assistance and coordination with Speaker Relations Managers and Speaker Recruitment.
Managing requests submitted through ""info"" emails
Help conference chair to set up a speaker and company interview and host meetings
Conduct and facilitate overall speaker research to ensure ODSC recruitment efforts are aware of all speaker news.
Participate in general speaker record upkeep and maintenance to ensure database and website accuracy
Ability to attend regular meetings in our Kendall Square office in Cambridge, MA

Essential Skills and Experience: 
Bachelor's Degree
Comfort with extensive email outreach and communication
Excellent verbal and written communication skills
Experience in a fast-paced office environment that demonstrates the ability to multitask and constantly re-prioritize
Experience managing events, client relationships in a banking/finance industry, government relations, background in sports, entertainment industry managing various high-profile clients is preferred
Ability to work under general supervision and must be detail-oriented

ODSC provides a competitive compensation package and excellent benefits. At the office, we offer a fully stocked kitchen, table tennis, hang-out space, Friday afternoon social hours, opportunity to travel, and a fun team of great people.

ODSC is proud to be an Equal Opportunity and Affirmative Action Employer

Job Type: Full-time

Job Location:
Cambridge, MA

Required education:
Bachelor's

Required experience:
Communications: 2 years

Job Type: Full-time

Salary: $70,000.00 to $100,000.00 /year

Education:
Bachelor's (Required)",SimplyHired.com,Data Analyst,,,
856,Data Scientist,,Sterling,VA,,USA,0.00,87000.00,120000.00,103500.00,,"EducationBachelor's Degree
SkillsSQL
Communication Skills
R
Hadoop
HiveDo you want to build your personal brand with an industry-leading innovator that is always thinking outside the box? Does the box bore you? Do you want to leverage your analytic skills to tackle and solve difficult, seemingly impossible problems in a dynamic and growing industry? FourthWall Media is seeking junior to mid-level data analysts to expand its data analytics products and services. 

 This vital role works closely with data scientists and developers to discover insights within massive demographic, TV viewing, and advertising datasets and translate those insights into analytics products and business intelligence for FourthWall’s clients. 

 This non-traditional data analyst role requires inquisitiveness bound by pragmatism and cross-disciplinary skills to translate mathematical and statistical exploration into hands-on interaction with existing data systems. Perfectionism and attention to detail are required. Communication with co-workers, both to understand and to explain, is paramount. 

 Primary Goals 

 Exploration, analysis, modeling, mining, profiling and cleansing of large and interesting datasets 

 Searching for key insights, trends, flaws, and value in the data 

 Working with the data flow team to enhance quality and coverage 

 Working with R&D to develop new analytics processes and prototypes 

 Education and Experience 

 Excellent written and verbal communication skills are required 

 Self-motivating inquisitiveness, the ability to focus on complexity, and the tenacity to tackle seemingly impossible problems are required 

 Bachelor’s degree (B.S.) from four-year college or university with a preference in computer science, mathematics or statistics 

 Experience with Python is required 

 Experience with Hadoop, Hive, SQL, Theano, Tensorflow, Keras, Pandas, Scikit-Learn, R and Mathematica are preferred 

 xperience with television and/or advertising data ecosystems (DMPs, DSPs, media buying platforms, analytics platforms) is a plus 

 A minimum of 1 years experience in a professional, technical workplace",SimplyHired.com,Data Scientist,,,
857,Senior Data Engineer (MS1858),,Bothell,WA,,USA,0.00,110000.00,160000.00,135000.00,,"EducationBachelor's Degree
SkillsNoSQL
Hive
Google Cloud Platform
Spark
JavaSenior Data Engineer:

As a member of the client’s Data Platform team you will help advance the platform to allow the organization to make data-driven decisions and also improve the product experience. To achieve this, the team currently leverages the power of the Google Cloud Platform and existing open source technologies.

The team is also responsible for building tooling around data while also promoting best practices around it with a focus on user data privacy. We are looking for a driven, detail-oriented and passionate engineer to come to join our growing Data Platform team.

Responsibilities:
Design, build and maintain critical data-pipelines (both batch and streaming) that deliver over a billion events with measurable quality within bounds of defined SLA(s)
Work with product and engineering managers to build necessary tools to help with their data-related needs
Build tools and infrastructure that enables external teams (engineers and analysts) to effectively create efficient data-pipelines
Be a champion of the overall strategy for data governance, security, privacy, quality and retention that will satisfy business policies and requirements
Identify, document and promote best practices

Required Skills:
You’ve 5+ years of data engineering experience
You’ve extensive programming experience in Python/Java
You have extensive hands-on experience in data modeling, data pipeline design, and development
You have a deep understanding of data processing frameworks and tools (e.g Beam, Spark, Hive, Kafka etc)
You are proficient in relational as well as NoSQL data stores, methods, and approaches
Experience with Google Cloud or similar cloud provider is nice to have
A Bachelor’s degree or higher is required for this role.

Status: Long Term contract
Location: Bothell, WA
Job Id : MS1858

Since 2000, Akvelon has specialized in placing top software engineering talent at Fortune 500 Companies and start-ups alike. We were ranked in Comparably’s 2018 list of Top 15 Best Companies in Seattle, and were voted one of the Puget Sound Business Journal’s fastest growing companies for several years.

Akvelon is an Equal Opportunity Employer - All qualified applicants will receive consideration. We do not discriminate on the basis of race, color, religion, gender, national origin, age, disability, veteran status, or any other factor determined to be unlawful under applicable law.

Job Types: Full-time, Contract

Experience:
relevant: 5 years (Preferred)",SimplyHired.com,Data Engineer,Senior,,
858,Speaker Management for Data Science/AI conference,,Boston,MA,,USA,0.00,70000.00,100000.00,85000.00,,"EducationBachelor's Degree
SkillsResearch Experience
Communication Skills
Office Experience
AI
Customer Relationship Management
BenefitsFood Provided
Health Insurance
Stock OptionsAbout ODSC

The Open Data Science Community (ODSC) is one of the leaders in the exciting field of Data Science and Artificial Intelligence. Our conference series that spans Boston, New York, San Francisco, London, Bangalore and other cities in the world's leading applied data science event. Along with our digital media assets including our blog site, video site, and webinars, we host some of the most groundbreaking sessions in topics such as machine learning, deep learning, conversational AI, and much more.

About the position

ODSC is seeking a Data Science Conference Program Manager, you will work with the Program Management team and help to design and define the content for our global conferences. You will have an opportunity to work for one of the best Data Science event series and personally contribute to each ODSC event’s success. We offer a dynamic role in a fast-growing company, full benefits, competitive salary, potential for stock options, and a modern office environment located in the heart of Kendall Square overlooking the Charles River.

Basic Responsibilities
Coordinate communication with event speakers and attendees
Follow a project schedule and keep track of tasks, time, etc.
Store and organize information
Ensure emails are answered in a timely fashion
Explore opportunities to add value to job accomplishments

Essential Functions: 
Research and compile background information on potential event speakers
Make sure speaker files include verified up to date contact information
Provide assistance and coordination with Speaker Relations Managers and Speaker Recruitment.
Managing requests submitted through ""info"" emails
Help conference chair to set up a speaker and company interview and host meetings
Conduct and facilitate overall speaker research to ensure ODSC recruitment efforts are aware of all speaker news.
Participate in general speaker record upkeep and maintenance to ensure database and website accuracy
Ability to attend regular meetings in our Kendall Square office in Cambridge, MA

Essential Skills and Experience: 
Bachelor's Degree
Comfort with extensive email outreach and communication
Excellent verbal and written communication skills
Experience in a fast-paced office environment that demonstrates the ability to multitask and constantly re-prioritize
Experience managing events, client relationships in a banking/finance industry, government relations, background in sports, entertainment industry managing various high-profile clients is preferred
Ability to work under general supervision and must be detail-oriented

ODSC provides a competitive compensation package and excellent benefits. At the office, we offer a fully stocked kitchen, table tennis, hang-out space, Friday afternoon social hours, opportunity to travel, and a fun team of great people.

ODSC is proud to be an Equal Opportunity and Affirmative Action Employer

Job Type: Full-time

Job Location:
Cambridge, MA

Required education:
Bachelor's

Required experience:
Communications: 2 years

Job Type: Full-time

Salary: $70,000.00 to $100,000.00 /year

Education:
Bachelor's (Required)",SimplyHired.com,Data Analyst,,,
859,Senior ETL Data Analyst,,Brewster,NY,,USA,0.00,83000.00,120000.00,101500.00,,"EducationBachelor's Degree
SkillsSQL
NoSQL
Hadoop
Multichannel Marketing
Data Warehouse
BenefitsHealth InsuranceOverview

Alliant is seeking a Senior ETL Data Analyst to join its DataIntake team. Alliant operates on the forward edge of innovation in data-drivenmarketing, helping brands target consumers effectively in digital andtraditional advertising channels. Thisposition will be responsible for designing, building, validating andmaintaining databases and integrating these databases into Hadoop. The idealcandidate for this position will be detailed-oriented, familiar with dataprofiling, data hygiene and ETL processes and enjoy working with a highlyenergized and innovative team.

Principal Responsibilities:
Provide leadership in the development ofdata integration standards to support Data Science and Product teams
Perform client data audits to analyze andunderstand relationships of customers and their behaviors
Analyze client CRM data feeds and developETL processes to manage Coop data feeds
Analyze and develop transformation logic, source-data-to-targetmappings, interfaces and QA reports as needed to meet project requirements
Provideguidance for technical architecture, data modeling and ETL standards
Communicate effectively with bothtechnical, marketing and sales professionals using appropriately focusedreporting to illustrate data discussion points
Communicate with internal and external customersto identify critical business needs and response with innovative and effectivesolutions
Workwith team members to prioritize tasks and ensure that assigned projects arecompleted on schedule; organize, coordinate andimplement tasks with strong attention to detail
Work with business stakeholders to define anenterprise-wide data aggregation approach that encompasses multiple systems andvarious data integration points
Mentor team members and maintain accurate andcomplete documentation

Qualifications & Skills:
Bachelor's Degree or higher required
Experience in Data Analyst roles within an analyticsenvironment, predictive modeling for sales, marketing, fraud prevention, orrelated business needs
Experience in the development and implementationof data warehouses and data marts
Experience using modern graphical ETL tools tomanipulate and integrate incoming data from a number of sources
Working knowledge and experience in writingcomplex SQL queries
Ability to retrieve and manipulate data from massivedatabases to create data and information products
Demonstrated ability to identify data qualityissues and recommend the best course of action to address them
Experience with NOSQL a plus
Must be a critical thinker and problem-solvercapable of strict attention to detail; must have superior organization and documentationskills and the ability to work wellunder pressure while exhibiting a methodical approach to problem solving
Special consideration will be given tocandidates with experience in: Hadoop, address standardization tools, analyticaltools and their usage
Experience using at least one low-levelprogramming language is a plus
Experience in data preparation for direct ordigital marketing is highly desirable
Good interpersonal communication skills with theability to interface effectively with stakeholders and business partners
Demonstrated proficiency in Microsoft Office(Excel, Word, PowerPoint)
Motivated self-starter, able to workindependently or as part of a team

About Alliant
Relevant consumer insight drives marketing success. Alliantcaptures transaction-driven response information from over 500 brand offers tofuel purchase and behavior profiles on over 270 million consumers. Alliant’sdata-driven solutions improve marketing profitability by targeting the mostprofitable prospects, increasing conversion and loyalty rates, and improvingthe efficiency of retention and reactivation efforts. The right data matters.In a multichannel marketing environment, Alliant takes clients to the placeswhere consumer response lives. For more information, visit: alliantinsight.com

Alliant has a strong corporate culture ofinnovation and transparency and is committed to excellence in everything we do.We offer a competitive compensation and benefits package with great careeroptionality for professional growth.

The position is based in Alliant’s offices innorthern Westchester County, New York. Alliant is an equal opportunity employer.

Job Type: Full-time

Experience:
Data Analyst: 5 years (Required)

Education:
Bachelor's (Required)

Work authorization:
United States (Required)",SimplyHired.com,Data Analyst,Senior,,
860,Lead Data Scientist,,Pleasanton,CA,,USA,0.00,100000.00,140000.00,120000.00,,"EducationDoctoral Degree
Master's Degree
SkillsSQL
A/B Testing
Natural Language Processing
Hadoop
AzureAlbertsons-Safeway Company is one of the largest food and drug retailers with 2,300+ stores. The Albertsons-Safeway family of brands includes some of the most prominent brands in food retailing, with a growing base of loyal shoppers. Thanks to the professionalism, diversity, spirit and friendliness of our people, we have locations across the U.S. 

 The Information Technology Department has an opening for a Lead Data Scientist within the Data Science Team. This position is located in Pleasanton, California. 

 Position Purpose 

 The Data Science team at Albertsons Companies is looking for an experienced Data Scientist to work for the most transformational food and drug retailers in the United States. Albertsons operates over 2,300 stores under 19 well-known banners including Albertsons, Safeway, Vons, Jewel-Osco, Shaw's, Acme, Tom Thumb, Randalls, United Supermarkets, Pavilions, Star Market, Haggen and Carrs. The company reported revenue of over $60 billion from over 34 million weekly shoppers and is the third largest private company in the country. 

 Data Science at Albertsons is inspired to build best in class customer experience and revolutionize the food and drug retail industry. We are looking for people who are excited in re-imagining the grocery experience by harnessing the power of AI and digital technologies. The Data Science team collect and rely on big data from existing stores and customer interactions at the 2300 nationwide stores and beyond. We are a highly driven team that apply data science to delight our customers, to improve store operations, to optimize supply chain and to proactively improve product lifecycle. 

 You will enjoy working with one of the richest data sets in the world, cutting edge technology, and the ability to see your insights turned into business impacts on regular basis. You'll work closely with other data scientists and business partners in identifying and defining data science projects, building machine learning algorithms and models on top of existing data platforms. The candidate will have a background in computer science or a related technical field with experiences working with large data sets and applying data-driven decision making. A successful candidate will be both technically strong and business savvy, with a passion to make an impact through creative storytelling and timely actions. You are a self-starter, smart yet humble, with a bias for action. 

Key Responsibilities include, but are not limited to:
 Big part of your responsibilities will be project-based. You will be responsible for identifying and providing solutions and tooling built on predictive modeling, machine learning algorithms that satisfy various business needs 
Use machine learning algorithms to generate customer behavior segmentation, to build recommendation engines and deliver personalized user experience on ecommerce website and loyalty mobile app 
Apply predictive modeling techniques and survival models to forecast various demands for operations and to deploy real time learning algorithms to optimize the forecasts 
Build data science solutions to solve complex problems and fuel growth initiatives for Digital, Merchandising, Marketing and Loyalty teams 
Extract insights and scale sentiment analysis from comments and other forms of feedbacks using Natural Language Processing. Develop adaptable NLP solutions including text categorization, domain classification, event detection, and topic modeling 
Design experiments and deliver A/B Testing analysis to improve customer experience in physical store and on digital platforms 
Apply statistical analysis to detect anomaly in systems and outliers in operational metrics for operational excellence 
Convey sophisticated machine learning and modeling solutions with intuitive visualizations and effective communications 

Qualifications:
Masters or PhD degree in quantitative discipline: Computer Science, Engineering, Data Science, Math, Statistics or related fields 
7+ years of industry experience in applying data science and modeling methodologies: regression model, survival model, ensemble modeling, NLP, recommendation algorithm, clustering, deep learning algorithm, experimental design (Multivariate/A-B testing) and nonparametric Bayesian modeling etc. 
5+ years of experience and proficiency in Python and/or Spark-ML 
5+ years of SQL development skills writing complex queries, transforming data, mining structured and unstructured data. 
3+ years of hands-on experience in building data science solutions and production-ready systems on big data platforms such as Snowflake, Spark, Hadoop 
Proven track record of leveraging data science solutions to drive impactful business decisions 
Proven ability to effectively distill and communicate complex machine learning solutions to different audiences 
Experience with Snowflake, Azure Databricks is a strong plus 
Experience using data access tools and building dashboards with large datasets from multiple data sources is a plus 

How to Apply: Interested candidates are encouraged to submit a resume by visiting https://www.albertsonscompanies.com/careers.html 

 Diversity is fundamental at Albertsons-Safeway. We foster an inclusive working environment where the different strengths and perspectives of each employee is both recognized and valued. We believe that building successful relationships with our customers and our communities is only possible through the diversity of our people. A diverse workforce leads to better teamwork and creative thinking, as well as mutual understanding and respect. 

 The Albertsons-Safeway policy is to provide employment, training, compensation, promotion and other conditions of employment without regard to race, color, religion, sexual orientation, gender identity, national origin, sex, age, disability, veteran status, medical condition, marital status or any other legally protected status. 

 We support a drug-free workplace - all applicants offered a position are required to pass a pre-employment drug test before they are hired. 

 AN EQUAL OPPORTUNITY EMPLOYER",SimplyHired.com,Data Scientist,Senior,,
